date,count,count2,count3
03/12/10,2,23,16
03/13/10,29,25,12
03/14/10,5,7,10
03/15/10,18,17,18
03/16/10,27,5,27
03/17/10,16,25,8
03/18/10,19,9,5
03/19/10,22,25,7
03/20/10,13,7,24
03/21/10,9,30,29
03/22/10,6,19,30
03/23/10,23,18,11
03/24/10,27,4,6
03/25/10,14,15,14
03/26/10,1,20,21
03/27/10,7,2,15
03/28/10,12,13,2
03/29/10,7,23,30
03/30/10,23,23,24
03/31/10,25,9,7
04/01/10,5,3,2
04/02/10,2,3,1
04/03/10,4,4,19
04/04/10,2,2,10
04/05/10,3,28,22
04/06/10,26,24,26
04/07/10,16,30,1
04/08/10,28,14,17
04/09/10,18,18,23
04/10/10,18,11,17
04/11/10,30,20,23
04/12/10,16,25,29
04/13/10,11,17,13
04/14/10,3,22,2
04/15/10,12,19,11
04/16/10,29,8,8
04/17/10,28,29,23
04/18/10,10,7,23
04/19/10,23,5,25
04/20/10,9,22,26
04/21/10,1,9,25
04/22/10,30,20,14
04/23/10,11,14,30
04/24/10,18,21,9
04/25/10,30,16,11
04/26/10,5,16,4
04/27/10,20,14,3
04/28/10,14,24,14
04/29/10,11,1,4
04/30/10,7,9,23
05/01/10,19,2,5
05/02/10,24,12,25
05/03/10,19,5,15
05/04/10,14,6,18
05/05/10,3,17,8
05/06/10,18,2,15
05/07/10,23,16,22
05/08/10,18,27,2
05/09/10,18,25,23
05/10/10,16,5,17
05/11/10,7,25,7
05/12/10,6,28,4
05/13/10,27,17,20
05/14/10,7,20,4
05/15/10,8,1,9
05/16/10,30,22,19
05/17/10,20,8,10
05/18/10,13,17,26
05/19/10,14,1,15
05/20/10,24,25,5
05/21/10,15,6,27
05/22/10,25,14,18
05/23/10,4,27,18
05/24/10,12,24,13
05/25/10,7,25,18
05/26/10,5,5,25
05/27/10,9,21,27
05/28/10,15,20,26
05/29/10,6,17,15
05/30/10,2,3,22
05/31/10,10,23,11
06/01/10,20,4,17
06/02/10,9,13,23
06/03/10,9,27,10
06/04/10,3,2,17
06/05/10,6,4,22
06/06/10,9,30,14
06/07/10,9,19,1
06/08/10,4,5,21
06/09/10,6,3,16
06/10/10,23,4,7
06/11/10,7,5,1
06/12/10,18,7,13
06/13/10,4,17,9
06/14/10,9,28,17
06/15/10,28,25,18
06/16/10,5,17,7
06/17/10,25,19,3
06/18/10,21,25,15
06/19/10,7,29,4
06/20/10,23,26,9
06/21/10,5,16,18
06/22/10,6,14,3
06/23/10,3,28,16
06/24/10,18,12,27
06/25/10,4,30,20
06/26/10,22,24,7
06/27/10,28,26,1
06/28/10,29,1,13
06/29/10,8,28,30
06/30/10,22,23,4
07/01/10,18,8,12
07/02/10,22,8,4
07/03/10,21,11,3
07/04/10,20,19,15
07/05/10,3,19,7
07/06/10,29,19,14
07/07/10,13,8,11
07/08/10,23,16,23
07/09/10,27,12,6
07/10/10,29,9,20
07/11/10,3,8,17
07/12/10,18,10,2
07/13/10,22,5,23
07/14/10,14,5,28
07/15/10,12,30,22
07/16/10,9,20,25
07/17/10,20,25,30
07/18/10,10,16,20
07/19/10,12,11,7
07/20/10,22,21,16
07/21/10,2,4,21
07/22/10,24,17,30
07/23/10,4,23,28
07/24/10,6,1,13
07/25/10,30,19,9
07/26/10,1,24,9
07/27/10,23,11,25
07/28/10,10,4,10
07/29/10,4,18,18
07/30/10,1,15,13
07/31/10,15,29,19
08/01/10,21,30,25
08/02/10,14,21,17
08/03/10,8,23,9
08/04/10,12,18,30
08/05/10,23,5,28
08/06/10,16,13,4
08/07/10,7,30,25
08/08/10,28,24,11
08/09/10,5,2,27
08/10/10,24,7,23
08/11/10,3,28,9
08/12/10,4,15,14
08/13/10,20,13,21
08/14/10,23,9,27
08/15/10,3,9,7
08/16/10,12,1,6
08/17/10,23,4,8
08/18/10,21,12,14
08/19/10,15,3,9
08/20/10,16,27,23
08/21/10,15,8,12
08/22/10,3,5,9
08/23/10,25,18,19
08/24/10,19,23,4
08/25/10,16,17,11
08/26/10,5,14,9
08/27/10,21,22,22
08/28/10,25,4,1
